"Device ID","Device code",Count,"Total Data","Persentase longlat (0)"
202602,B-9597-CXR,0,697,0%
202603,B-9187-CXR,0,688,0%
202604,B-9595-CXR,1,691,0.14%
202605,B-9581-CXR,0,692,0%
202606,B-9449-CXR,0,688,0%
202607,B-9342-CXR,0,0,0%
202608,B-9590-CXR,0,698,0%
202609,B-9594-CXR,0,684,0%
202610,B-9198-CXR,0,696,0%
202611,B-9929-CXS,0,682,0%
202612,B-9944-CXS,111,690,16.09%
202613,B-9946-CXS,0,691,0%
202614,B-9942-CXS,0,692,0%
202901,B-9348-CXR,0,703,0%
202902,B-9561-CXS,0,677,0%
202903,"No mesin 5038044",0,681,0%
202904,B-9531-CXS,0,736,0%
202905,B-9600-CXR,0,696,0%
202906,B-9615-CXR,0,692,0%
202907,B-9556-CXS,1,763,0.13%
202908,B-9587-CXR,0,689,0%
202909,B-9104-CX,3,692,0.43%
