201048,"2021-07-21 10:48:38","2021-07-21 10:48:41",200,"{""data_failed"":[],""message"":""Success""}","2021-07-21 10:48:58","CPU Reset"
201174,"2021-07-22 21:09:37","2021-07-22 21:09:39",200,"{""data_failed"":[],""message"":""Success""}","2021-07-22 21:10:46","CPU Reset"
201175,"2021-07-21 10:20:30","2021-07-21 10:20:33",200,"{""data_failed"":[],""message"":""Success""}","2021-07-21 10:20:40","CPU Reset"
201216,"2021-07-19 08:36:24","2021-07-19 08:36:27",200,"{""data_failed"":[],""message"":""Success""}","2021-07-19 08:36:42","CPU Reset"
202060,"2021-07-28 15:13:54","2021-07-28 15:13:58",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 15:14:14",Update
202101,"2021-07-28 15:13:37","2021-07-28 15:13:40",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 15:14:01",Update
202235,"2021-07-28 15:13:40","2021-07-28 15:13:45",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 15:14:05",Update
202298,"2021-07-28 15:14:15","2021-07-28 15:14:18",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 15:14:26",Update
202347,"2021-07-28 15:13:55","2021-07-28 15:13:59",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 15:14:14",Update
202364,"2021-07-28 15:14:29","2021-07-28 15:14:33",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 15:14:49",Update
202463,"2021-07-26 15:16:16","2021-07-26 15:18:43",200,"{""data_failed"":[],""message"":""Success""}","2021-07-26 15:19:01","CPU Reset"
202478,"2021-07-28 14:51:19","2021-07-28 14:51:21",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 14:51:40",Update
202484,"2021-07-20 15:41:07","2021-07-20 15:41:10",200,"{""data_failed"":[],""message"":""Success""}","2021-07-20 15:41:22","CPU Reset"
202484,"2021-07-20 15:41:07","2021-07-20 15:41:10",200,"{""data_failed"":[],""message"":""Success""}","2021-07-20 15:41:22","CPU Reset"
201201,"2021-07-28 15:14:21","2021-07-28 15:14:23",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 15:14:36",Update
202491,"2021-07-28 15:15:02","2021-07-28 15:15:07",200,"{""data_failed"":[],""message"":""Success""}","2021-07-28 15:15:29",Update
202909,"2021-07-28 15:16:12","2021-07-28 15:16:14",null,null,null,"Temp Error (72,3000)"
202158,"2021-07-28 15:16:18","2021-07-28 15:16:20",null,null,null,"Mobil Kering"
202135,"2021-07-28 15:17:33","2021-07-28 15:17:38",null,null,null,"Mobil Kering"
