202578,"2021-07-23 12:13:48","2021-07-23 12:13:50.427","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202579,"2021-07-23 12:14:54","2021-07-23 12:15:01.657","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202593,"2021-07-23 12:16:03","2021-07-23 12:16:05.325","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202596,"2021-07-23 12:15:13","2021-07-23 12:15:16.072","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202597,"2021-07-23 12:12:48","2021-07-23 12:12:55.635","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202598,"2021-07-23 12:15:45","2021-07-23 12:15:52.213","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202611,"2021-07-23 12:15:26","2021-07-23 12:15:29.744","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202612,"2021-07-23 12:11:32","2021-07-23 12:11:34.551","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202613,"2021-07-23 12:11:24","2021-07-23 12:11:26.528","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
202614,"2021-07-23 12:15:56","2021-07-23 12:16:05.862","Api null","Api null","Api null","Battery Power Low (,0) (api null)"
