"Device ID","Device code",Count,"Total Data","Persentase longlat (0)"
201251,B-9068-CEH,0,0,0%
201252,B-9072-CEH,0,0,0%
201253,W-8753-UT,0,1342,0%
201254,L-9053-UB,0,1335,0%
201256,B-9796-CXS,0,0,0%
201258,W-8438-UQ,2,1358,0.15%
201260,L-9467-UB,0,1344,0%
201261,L-9761-UD,0,334,0%
201263,L-9299-UF,1,1363,0.07%
201264,W-9039-U,1,383,0.26%
201265,B-9137-CEU,0,1333,0%
201266,B-9139-CEU,1,1361,0.07%
201267,B-9795-CXS,3,1413,0.21%
201268,W-8358-UQ,0,0,0%
201269,W-9211-UP,0,1354,0%
201270,W-9498-U,0,1334,0%
201271,B-9446-CXR,0,0,0%
201272,W-9983-US,0,1388,0%
202001,B-9403-CXR,0,1339,0%
202002,B-9404-CXR,1,1390,0.07%
202003,B-9205-CXR,0,1332,0%
202004,B-9204-CXR,0,1359,0%
202005,B-9950-CXS,0,1384,0%
202006,B-9209-CXR,0,1346,0%
202007,B-9206-CXR,0,1346,0%
202009,W-9235-UQ,0,1347,0%
202010,B-9230-CXR,0,1360,0%
202011,B-9238-CXR,0,1335,0%
202012,W-9231-UQ,0,1335,0%
202013,W-9228-UQ,0,1339,0%
202014,W-9224-UQ,0,0,0%
202015,B-9254-CXR,0,1373,0%
202016,B-9236-CXR,1,1350,0.07%
202017,B-9237-CXR,0,1351,0%
202018,B-9242-CXR,0,1347,0%
202019,B-9240-CXR,0,1346,0%
202020,B-9622-CXR,0,1371,0%
202021,B-9322-CXR,0,1353,0%
202022,B-9328-CXR,0,576,0%
202023,B-9452-CXR,0,1334,0%
202024,B-9399-CXR,0,1352,0%
202025,B-9326-CXR,0,280,0%
202026,B-9324-CXR,0,1367,0%
202027,B-9181-CXR,0,1367,0%
202028,B-9009-CXS,0,1348,0%
202029,B-9208-CXR,0,1355,0%
202030,B-9937-CXS,0,1364,0%
202032,B-9327-CXR,0,1338,0%
202033,W-9076-UQ,28,1346,2.08%
202035,B-9401-CXR,0,958,0%
202036,B-9418-CXR,0,1350,0%
202037,B-9244-CXR,0,1369,0%
202038,B-9376-CXR,0,1378,0%
202039,B-9402-CXR,1,1371,0.07%
202040,B-9329-CXR,0,1353,0%
202041,B-9396-CXR,34,1370,2.48%
202042,B-9397-CXR,0,1363,0%
202043,B-9398-CXR,0,1409,0%
202044,B-9267-CXR,0,1349,0%
202045,B-9400-CXR,0,1337,0%
202046,B-9241-CXR,0,1319,0%
202047,B-9487-CXR,83,1361,6.1%
202048,B-9512-CXR,0,1353,0%
202049,B-9203-CXR,0,1347,0%
202050,B-9215-CXR,0,1362,0%
202051,B-9271-CXR,0,1355,0%
202052,B-9598-CXR,0,1361,0%
202053,B-9510-CXR,0,1356,0%
202054,B-9505-CXR,1,1338,0.07%
202055,B-9213-CXR,0,1333,0%
202056,B-9021-CXS,0,1339,0%
202057,B-9430-CXR,0,1344,0%
202059,B-9807-CXR,0,1354,0%
202060,B-9323-CXR,1,1365,0.07%
202061,B-9173-CXR,0,1354,0%
202062,B-9269-CXR,0,1356,0%
202063,B-9394-CXR,0,1350,0%
202064,B-9260-CXR,0,1336,0%
202065,B-9325-CXR,0,1369,0%
202066,B-9211-CXS,1,1370,0.07%
202067,B-9233-CXR,24,1335,1.8%
202068,B-9509-CXR,0,1346,0%
202069,B-9935-CXS,0,1331,0%
202070,B-9211-CXR,0,1367,0%
202071,B-9474-CXR,0,1337,0%
202072,B-9476-CXR,1,1351,0.07%
202073,B-9186-CXS,0,1354,0%
202074,B-9336-CXR,0,1345,0%
202077,B-9261-CXR,0,1057,0%
202078,B-9419-CXR,0,1338,0%
202079,B-9249-CXR,0,1351,0%
202080,B-9415-CXR,0,1269,0%
202083,B-9266-CXR,0,1221,0%
202084,B-9247-CXR,0,1336,0%
202085,B-9472-CXR,0,1347,0%
202086,B-9475-CXR,1,1365,0.07%
202087,B-9395-CXR,0,1374,0%
202088,B-9289-CXR,1,1346,0.07%
202090,B-9268-CXR,0,1343,0%
202091,B-9473-CXR,0,1362,0%
202092,B-9460-CXR,0,1346,0%
202093,B-9461-CXR,0,1338,0%
202094,B-9483-CXR,0,1336,0%
202095,B-9459-CXR,0,1353,0%
202096,B-9503-CXR,0,1363,0%
202097,B-9502-CXR,0,1360,0%
202098,B-9511-CXR,0,1373,0%
202099,B-9484-CXR,0,1372,0%
202100,B-9301-CXR,0,1343,0%
202101,B-9508-CXR,0,1205,0%
202102,B-9558-CXR,0,1334,0%
202103,B-9933-CXS,0,1358,0%
202104,B-9559-CXR,0,1353,0%
202105,B-9504-CXR,0,1343,0%
202106,B-9507-CXR,0,1370,0%
202108,B-9506-CXR,156,1368,11.4%
202109,B-9596-CXR,104,1337,7.78%
202110,B-9582-CXR,0,1355,0%
202112,B-9948-CXS,0,1344,0%
202113,B-9586-CXR,0,1344,0%
202115,B-9513-CXR,72,1347,5.35%
202120,B-9176-CXR,0,1352,0%
202121,B-9185-CXR,0,1366,0%
202123,B-9645-CXR,0,1352,0%
202124,B-9631-CXR,0,1337,0%
202125,B-9630-CXR,0,1382,0%
202126,B-9641-CXR,0,1340,0%
202127,B-9639-CXR,94,1361,6.91%
202128,B-9640-CXR,0,1348,0%
202129,B-9629-CXR,10,1342,0.75%
202130,B-9632-CXR,70,1347,5.2%
202131,B-9636-CXR,68,1337,5.09%
202132,B-9635-CXR,16,1359,1.18%
202133,B-9608-CXR,64,1350,4.74%
202134,B-9638-CXR,0,0,0%
202136,B-9646-CXR,0,1351,0%
202137,B-9671-CXR,36,1371,2.63%
202138,B-9670-CXR,17,1351,1.26%
202139,B-9633-CXR,0,1368,0%
202140,B-9621-CXR,0,1358,0%
202141,B-9728-CXR,103,1357,7.59%
202142,B-9726-CXR,174,1348,12.91%
202143,B-9696-CXR,0,300,0%
202144,B-9642-CXR,0,1339,0%
202145,B-9712-CXR,0,1337,0%
202146,B-9692-CXR,45,1369,3.29%
202147,B-9721-CXR,0,1351,0%
202149,B-9727-CXR,0,1349,0%
202150,B-9731-CXR,0,1349,0%
202151,B-9730-CXR,83,1346,6.17%
202152,B-9700-CXR,145,1334,10.87%
202155,B-9738-CXR,0,1352,0%
202156,B-9012-CXS,0,1351,0%
202157,B-9757-CXR,1,1359,0.07%
202160,B-9739-CXR,45,1355,3.32%
202161,B-9699-CXR,60,1375,4.36%
202165,B-9180-CXR,0,1380,0%
202166,B-9715-CXR,0,1338,0%
202168,B-9613-CXR,0,1347,0%
202169,B-9634-CXR,0,1377,0%
202170,B-9694-CXR,90,1348,6.68%
202172,B-9719-CXR,86,1266,6.79%
202173,B-9718-CXR,90,1353,6.65%
202174,B-9589-CXR,0,1347,0%
202175,B-9697-CXR,94,1339,7.02%
202178,B-9228-CXR,83,1366,6.08%
202179,B-9693-CXR,0,1364,0%
202180,B-9716-CXR,0,1368,0%
202181,B-9603-CXR,0,992,0%
202182,B-9673-CXR,105,1348,7.79%
202183,B-9172-CXR,55,1354,4.06%
202184,B-9717-CXR,0,1352,0%
202185,B-9749-CXR,1,1360,0.07%
202187,B-9637-CXR,0,1338,0%
202188,B-9762-CXR,46,1364,3.37%
202189,B-9720-CXR,136,1346,10.1%
202190,B-9778-CXR,0,1338,0%
202193,B-9586-CXS,7,993,0.7%
202195,B-9330-CXR,0,185,0%
202196,B-9643-CXR,0,1348,0%
202197,B-9713-CXR,7,1356,0.52%
202198,B-9779-CXR,21,1357,1.55%
202199,B-9773-CXR,0,1369,0%
202200,B-9598-UCE,0,1339,0%
202201,B-9695-CXR,0,1350,0%
202203,B-9668-CXR,0,1344,0%
202204,B-9766-CXR,94,1355,6.94%
202205,B-9805-CXR,1,1951,0.05%
202206,B-9165-UCH,0,1351,0%
202207,B-9455-CXR,0,1358,0%
202208,B-9761-CXR,0,1346,0%
202209,B-9616-CXR,63,1372,4.59%
202210,B-9802-CXR,0,1347,0%
202211,B-9830-CXR,0,0,0%
202212,B-9828-CXR,0,0,0%
